source,target
Plaza del Cordón,Santa Isabel
Plaza de San Francisco,Entrada Matadero
Parque Roma,Plaza de la Cebada
Plaza de los Astros,Puerta de Madrid
Paseo de la Florida,Segovia 45
Puente Praga,Plaza de la Cebada
Batalla del Salado,Plaza de Lavapiés
Marqués de Vadillo,Plaza de San Francisco
Puerta de Toledo,Casa Encendida
Plaza de Lavapiés,Plaza de Santa Ana
Puerta de Madrid,Casa Encendida
Puente Praga,Paseo de la Esperanza
Santa Engracia 87,Barceló
Santa Engracia 87,Barceló
Plaza de Felipe II,Doce de Octubre
Marqués de Vadillo,Paseo de la Florida
Colombia,Santa Engracia 127
Marqués de Corbera 12,Juan Bravo 50
Plaza de San Francisco,Manuel Silvela
Camino Vinateros,Paseo de la Castellana - Glorieta de Emilio Castelar
Antón Martín,Marqués de la Ensenada
Niño Jesús,Augusto Figueroa
Plaza de San Francisco,Paseo de la Florida
Jacinto Benavente,Marqués de Vadillo
Plaza de la Cebada,Paseo de la Esperanza
Plaza de Lavapiés,Plaza de Santa Ana
Jaime el Conquistador,Antón Martín
Batalla del Salado,Plaza de la Cebada
Embajadores 2,Plaza de los Carros
Estrecho,San Bernardo
Avenida Donostiarra,Juan Bravo 50
Colegio Arquitectos,Plaza de Lavapiés
Altamirano,Barceló
San Germán 57,María Francisca 1
Caramuel,Antón Martín
Paseo de la Esperanza,Calle Mayor
Puerta de Toledo,Marqués de la Ensenada
Plaza de San Francisco,Marqués de Vadillo
General Álvarez de Castro,Plaza de Colón
Concordia,Antón Martín
Augusto Figueroa,Manuel Silvela
Diego de León 52,Espalter
Rubén Darío,Plaza de San Ildefonso
Rubén Darío,Plaza de San Ildefonso
C.D. Concepción,Prosperidad
C.D. Concepción,Prosperidad
Plaza de las Salesas,Fuencarral
Cuesta de Moyano,Retiro-Ibiza
Puerta de Toledo,Jacometrezo
San Vicente Ferrer,Alonso Martínez
Puerta de Madrid,Puerta del Doce de Octubre
Quevedo,Fernando el Católico
Paseo de la Esperanza,Plaza de San Miguel
Plaza de la Independencia,Menéndez Pelayo
Santa María de la Cabeza,Paseo de la Florida
Puerta de Madrid,Colegio Arquitectos
Plaza de Santa Ana,Plaza de San Ildefonso
Paseo de la Esperanza,Junta Municipal Retiro
Puerta del Ángel,Antón Martín
Fuencarral,Plaza de Santa Ana
Puerta del Ángel,Antón Martín
Santa María de la Cabeza,Jacinto Benavente
Puerta del Ángel,Antón Martín
Puerta del Ángel,Marqués de Vadillo
Puerta del Ángel,Plaza de los Carros
Puerta del Ángel,Antón Martín
Santa Isabel,Santa Engracia 14
Serrano,Desengaño
Serrano,Desengaño
Puerta del Ángel,Plaza de la Cebada
Puerta del Ángel,Antón Martín
Conde Duque,Plaza de los Carros
Puerta del Ángel,Entrada Matadero
Caramuel,Plaza de la Cebada
Puerta del Ángel,Entrada Matadero
Puerta de Madrid,Plaza de los Astros
Santa Engracia 87,Bravo Murillo 44
Fernando el Católico,Augusto Figueroa
Fernando el Católico,Fernando el Católico
Paseo de las Delicias,Paseo de la Esperanza
Cibeles,Plaza del Encuentro
Puerta del Ángel,Antón Martín
Puerta del Ángel,Antón Martín
Puerta del Ángel,Santa María de la Cabeza
Pedro Bosch,Jacinto Benavente
Puerta del Ángel,Plaza de San Miguel
Pedro Bosch,Jacinto Benavente
Segovia 45,Plaza de la Cebada
Puerta del Ángel,Santa María de la Cabeza
Puente Praga,Paseo de la Esperanza
Cuatro Caminos 2,Fuencarral
Madrid Río-Yeserías,Plaza de la Cebada
Madrid Río-Yeserías,Plaza de la Cebada
Marqués de Vadillo,Embajadores 2
Francos Rodríguez,Fuencarral
Segovia 45,Antón Martín
Paseo de las Delicias,Casa Encendida
Marqués de Vadillo,Jesús y María
Bravo Murillo 44,Altamirano
Plaza de la Cebada,Santa María de la Cabeza
Puerta del Ángel,Jesús y María
Puerta del Ángel,Plaza de San Francisco
Puente Praga,Plaza de los Carros
Plaza de la Independencia,Puerta de Madrid
Fernando el Católico,Glorieta de los Cuatro Caminos
Plaza del Cordón,Santa Engracia 127
Guzmán el Bueno,Santo Domingo
Guzmán el Bueno,Santo Domingo
Puerta del Doce de Octubre,Huertas
Galileo,Barceló
Orense 12,San Germán 57
Marqués de Vadillo,Plaza de Lavapiés
Antón Martín,San Bernardo
Cuatro Caminos 2,Plaza Conde Suchil
Puerta de Mariano de Cavia,Plaza de Lavapiés
Marqués de Corbera 12,Juan Bravo 50
Santa Engracia 87,Plaza de San Ildefonso
Segovia 45,Jesús y María
Plaza de la Independencia,Puerta de Madrid
Plaza de San Miguel,Santa Isabel
Bravo Murillo 44,Fernando el Católico
Guzmán el Bueno,Fuencarral
Ermita Santo,Entrada Matadero
General Pardiñas,Menéndez Pelayo
General Pardiñas,Manuel Silvela
General Álvarez de Castro,Orense 12
General Pardiñas,Manuel Silvela
Plaza de la Cebada,Paseo de la Esperanza
Jaime el Conquistador,Antón Martín
Parque Santander,Fernando el Católico
Parque Santander,Remonta
Legazpi,Alonso Martínez
Marqués de Vadillo,Jacinto Benavente
Cuatro Caminos 2,Alberto Alcocer
Jaime el Conquistador,Ayala
Glorieta de Cádiz,Plaza de Nelson Mandela
Paseo de la Florida,Caramuel
Ermita Santo,Plaza de la Cebada
Paseo de la Castellana con Raimundo Fernández,José Abascal
Palos de la Frontera,Paseo de la Habana 42
Paseo de la Esperanza,Ronda de Atocha
Caramuel,Antón Martín
Parque Santander,Plaza de San Francisco
Parque Santander,Plaza de San Francisco
Marqués de Vadillo,Palos de la Frontera
Hospital Clínico,Pablo Iglesias
Puerta del Ángel,Marqués de Vadillo
Plaza de Santa Ana,Segovia 45
Estrecho,Plaza de la Cebada
Fernando el Católico,Bravo Murillo 44
116b - Plaza de España B,Entrada Matadero
Ventas,Prosperidad
Plaza de los Carros,Plaza de Juan Pujol
Paseo de la Florida,Plaza de Lavapiés
Embajadores 1,Puerta del Ángel Caído
Augusto Figueroa,Plaza de Lavapiés
Antón Martín,Plaza de la Cebada
Plaza de San Ildefonso,Desengaño
Embajadores 1,Puerta del Ángel Caído
Paseo de la Esperanza,Plaza de San Miguel
Santa Isabel,Plaza de los Carros
Puerta de Toledo,San Andrés
Plaza de Lavapiés,Embajadores-Cáceres
Caramuel,Plaza de los Carros
Plaza de la Provincia,Hortaleza
Paseo de las Delicias,Paseo de la Esperanza
Galileo,Estrecho
Embajadores-Cáceres,Plaza de Lavapiés
General Pardiñas,Velázquez-Diego de León
San Andrés,Plaza de la Cebada
Galileo,José Abascal
Galileo,José Abascal
Caramuel,Calle Mayor
Segovia 45,Puerta de Toledo
Paseo de la Esperanza,Junta Municipal Retiro
Jesús y María,Plaza de Juan Pujol
Castellana 164,Orense 12
Jaime el Conquistador,Embajadores 2
Jaime el Conquistador,Embajadores 2
Embajadores 2,Plaza de Lavapiés
Fuencarral,Glorieta de los Cuatro Caminos
Paseo de la Esperanza,Junta Municipal Retiro
Paseo de la Esperanza,Plaza de San Francisco
Altamirano,Parque Santander
Orense 12,María Francisca 1
Puerta del Ángel Caído,Plaza de Lavapiés
Antonio López,Ermita Santo
Santa María de la Cabeza,Embajadores 2
Palos de la Frontera,Antón Martín
Sainz de Baranda,Junta Municipal Retiro
Paseo Imperial,Madrid Río-Yeserías
Antón Martín,Jaime el Conquistador
Santa Isabel,Palos de la Frontera
Fuencarral,Paseo de la Esperanza
Beata,Cibeles
Doce de Octubre,Plaza de Santa Ana
Ayala,General Martínez Campos
Madrid Río-Yeserías,Legazpi
Ventura Rodríguez,Calle Mayor
Caramuel,Plaza de Juan Pujol
Quinta Fuente del Berro,Quintana
Jaime el Conquistador,Plaza de Lavapiés
Cuatro Caminos 2,San Bernardo
Cuatro Caminos 2,San Bernardo
Plaza de Lavapiés,Antón Martín
Plaza de Felipe II,Doce de Octubre
San Delfín,Museo Reina Sofía
Antón Martín,San Hermenegildo
Batalla del Salado,Paseo de la Esperanza
Juan Bravo 50,Plaza de Felipe II
Barceló,Prosperidad
Juan Bravo 50,Plaza de Felipe II
Barceló,Santa Engracia 87
Caramuel,Santo Domingo
Altamirano,Conde Duque
Santa Engracia 127,San Hermenegildo
Diego de león,Sevilla
Ibiza,Plaza de Felipe II
Entrada Matadero,Madrid Río-Yeserías
Puerta del Doce de Octubre,Huertas
Puerta del Ángel,Paseo de la Florida
Marqués de Vadillo,Antonio López
Ibiza,Plaza de Felipe II
Plaza de los Carros,Galileo
Marqués de Vadillo,Puerta de Toledo
Fernando el Católico,Desengaño
Plaza de Lavapiés,Plaza de los Carros
Fernando el Católico,Desengaño
Embajadores 2,Plaza de la Independencia
116a - Plaza de España A,Segovia 45
Ronda de Atocha,Plaza de la Cebada
Marqués de Cubas,Jorge Juan
Marqués de Cubas,Menéndez Pelayo
Puerta de Granada,Plaza de Felipe II
Avenida de los Toreros,Alonso Martínez
Delicias,Puente de Vallecas
Marqués de Vadillo,Ronda de Atocha
Plaza de Lavapiés,Augusto Figueroa
Marqués de Vadillo,Ronda de Atocha
Prosperidad,Retiro-Ibiza
Prosperidad,Retiro-Ibiza
Plaza de San Miguel,Santa Isabel
Puerta del Ángel,Paseo de la Florida
Antón Martín,Puerta del Ángel
Puerta de Toledo,Marqués de Vadillo
Delicias,Puente de Vallecas
Barceló,Embajadores 2
Augusto Figueroa,Plaza de la Independencia
Caramuel,Plaza de la Cebada
Puerta del Ángel Caído,Puerta de Madrid
Ribera de Curtidores,Antonio López
Plaza de la Cebada,Paseo de la Esperanza
Puente Praga,San Andrés
Puerta de Granada,Entrada Matadero
Puerta del Ángel,Segovia 45
Castellana 42,Barceló
Santa Engracia 127,Fuencarral
Pirámides,Marqués de Vadillo
General Álvarez de Castro,Glorieta de los Cuatro Caminos
Palos de la Frontera,Santa Isabel
Embajadores 2,Plaza de San Francisco
San Delfín,Pintor Rosales
Príncipe de Vergara,Fuencarral
Prosperidad,Santo Domingo
Méndez Álvaro,Antón Martín
Jaime el Conquistador,Ayala
Valderribas,Plaza de los Astros
Embajadores 1,Marqués de Cubas
Parque Roma,Plaza de la Cebada
Fuencarral,Plaza de Santa Ana
Plaza de Lavapiés,Glorieta de Cádiz
Embajadores 191,Antonio López
Embajadores 191,Antonio López
Ribera de Curtidores,San Hermenegildo
Puerta de Granada,Velázquez
Puente Praga,Paseo de la Esperanza
Paseo de la Esperanza,Plaza de los Carros
Marqués de Vadillo,Delicias
Embajada de Italia,General Álvarez de Castro
Quinta Fuente del Berro,Palacio de Deportes
Quinta Fuente del Berro,Palacio de Deportes
Niño Jesús,Retiro-Ibiza
Gutierre de Cetina,Marqués de Corbera 52
Méndez Álvaro,Sierra Toledana
Paseo de la Esperanza,Calle Mayor
Cuatro Caminos 2,Alberto Alcocer
Barceló,Castellana 42
Plaza de la Cebada,Jacometrezo
Columela,Serrano
Plaza de San Miguel,Entrada Matadero
Santa Engracia 87,Rubén Darío
Plaza de la Cebada,Caramuel
Puerta de Toledo,San Andrés
Santo Domingo,Marqués de Vadillo
Puerta de Toledo,San Andrés
Pirámides,Paseo de la Florida
Madrid Río-Yeserías,Segovia 45
Fuencarral,Ortega y Gasset 87
Puerta de Madrid,Puerta de Mariano de Cavia
Plaza de los Carros,Quevedo
Plaza de Lavapiés,116a - Plaza de España A
Columela,Serrano
Orense 36,Parque Berlín
Caramuel,Jesús y María
Paseo de la Florida,Entrada Matadero
General Álvarez de Castro,Segovia 45
Museo Reina Sofía,Paseo de las Delicias
Colegio Arquitectos,Alcalá
General Álvarez de Castro,Segovia 45
Paseo de la Florida,San Delfín
Plaza de San Francisco,116a - Plaza de España A
General Álvarez de Castro,Segovia 45
Colegio Arquitectos,Paseo de la Castellana - Glorieta de Emilio Castelar
Plaza de la Provincia,Hortaleza
Marqués de Vadillo,Segovia 45
General Álvarez de Castro,Fernando el Católico
Paseo de la Esperanza,Embajadores 1
Fernando el Católico,Barceló
Hortaleza,Serrano
Alonso Martínez,Cea Bermúdez
Parque Santander,San Germán 57
Fernando el Católico,Puerta de Madrid
Santo Domingo,Quevedo
Doce de Octubre,Plaza de Santa Ana
Segovia 45,Plaza de San Francisco
Bravo Murillo 44,Quevedo
Paseo Imperial,Embajadores-Cáceres
Fernando el Católico,Alonso Martínez
Quevedo,Plaza de la Cebada
Embajadores 2,Marqués de Vadillo
Plaza de Felipe II,Conde de Casal
Santa Engracia 87,Glorieta de los Cuatro Caminos
Ronda de Atocha,Barceló
Jacinto Benavente,Santa María de la Cabeza
Antonio López,Plaza de Nelson Mandela
Ronda de Atocha,Barceló
Santa Engracia 87,Orense 12
Plaza de los Carros,Conde Duque
Alonso Martínez,Santa María de la Cabeza
Plaza de San Ildefonso,General Álvarez de Castro
Conde Peñalver,Plaza de las Salesas
80a - Atocha A,Plaza de Lavapiés
Prosperidad,Carlota O’Neill
Plaza de las Salesas,Plaza de la Cebada
Puente Praga,Casa Encendida
Agustín de Betancourt,Metro Tetuán
Paseo Imperial,Plaza de Lavapiés
Paseo de la Esperanza,Paseo de la Florida
Paseo de la Esperanza,Paseo de la Florida
Alonso Martínez,Santa Engracia 87
Plaza de Lavapiés,Ermita Santo
Plaza de la Independencia,80a - Atocha A
Fernando el Católico,Altamirano
San Germán 57,Orense 12
Orense 12,Remonta
Quevedo,111b - Arcipreste de Hita B
Plaza de la República Argentina,Plaza de la Cebada
Marqués de Corbera 12,Puente de Vallecas
Marqués de Salamanca,Puerta de Madrid
Plaza de la Cebada,Estrecho
Paseo de la Esperanza,Puerta de Toledo
Entrada Matadero,Palos de la Frontera
Museo Reina Sofía,Jacinto Benavente
Orense 36,Colegio Arquitectos
Ventura Rodríguez,Entrada Matadero
Embajadores-Cáceres,Plaza de Nelson Mandela
Fuencarral,Ortega y Gasset 87
Marqués de Vadillo,Plaza de Nelson Mandela
Santa Engracia 127,Quevedo
Plaza de las Salesas,Ribera de Curtidores
Puerta de Granada,Marqués de Cubas
Pablo Iglesias,Fernando el Católico
Palos de la Frontera,Plaza de los Carros
Alcántara,Ibiza
Junta Municipal Retiro,Plaza de la Cebada
Paseo de la Esperanza,Embajadores 1
Paseo Imperial,Embajadores-Cáceres
Puerta de Granada,Retiro-Ibiza
Cartagena,Conde de Casal
Glorieta de los Cuatro Caminos,San Bernardo
Cuatro Caminos 2,Parque Santander
Marqués de Vadillo,Palos de la Frontera
Palos de la Frontera,Entrada Matadero
Fernando el Católico,Guzmán el Bueno
López Pozas,Velázquez-Diego de León
Palos de la Frontera,Entrada Matadero
Glorieta de los Cuatro Caminos,Metro Tetuán
Colombia,Cartagena
Ventas,Pablo Iglesias
Barceló,Quevedo
106b - Colón B,Plaza de Castilla 2
Sor Ángela de la Cruz,Mártires Concepcionistas
Narváez,Sierra Toledana
Avenida de América 2,Conde Peñalver
Reina Victoria,Galileo
Paseo de la Habana 42,Puente de Ventas
Fernando el Católico,Desengaño
Palos de la Frontera,Parque Santander
Paseo de la Florida,Jacinto Benavente
Parque Roma,Madrid Río-Yeserías
Santa Engracia 14,Glorieta de los Cuatro Caminos
Plaza de la Independencia,Plaza de los Astros
Puente Praga,Plaza de la Cebada
Glorieta de los Cuatro Caminos,Santa Engracia 87
General Martínez Campos,Plaza de Juan Pujol
Plaza de los Carros,Plaza de Juan Pujol
Concordia,Ferraz
General Pardiñas,Fuencarral
Glorieta de Cádiz,Marqués de Vadillo
Marqués de Salamanca,Pedro Bosch
Embajadores-Cáceres,Antonio López
Segovia 45,Plaza de la Cebada
Puerta del Ángel,Plaza de los Carros
Plaza de la Cebada,Puerta del Ángel
Concordia,Ribera de Curtidores
Plaza de San Ildefonso,Plaza de Colón
Plaza de Lavapiés,Antón Martín
Prosperidad,Diego de león
Puente Praga,General Martínez Campos
Cuatro Caminos 2,Plaza Conde Suchil
Marqués de Vadillo,Embajadores 1
San Delfín,116b - Plaza de España B
Puerta de Granada,Entrada Matadero
Puente de Vallecas,Puerta de Granada
Plaza de la Independencia,Doce de Octubre
Fuencarral,Quevedo
Madrid Río-Yeserías,Paseo de la Florida
Jacinto Benavente,Plaza de Lavapiés
San Hermenegildo,Agustín de Betancourt
Carlos Cambronero,Paseo de la Florida
Marqués de Cubas,Jorge Juan
Orense 12,San Germán 57
General Pardiñas,Sevilla
Marqués de Vadillo,116a - Plaza de España A
General Pardiñas,Sevilla
Paseo de la Esperanza,Plaza de Lavapiés
Santa Engracia 87,Hortaleza
Parque Santander,Quevedo
Concordia,Méndez Álvaro
General Martínez Campos,Niño Jesús
Conde Peñalver,Manuel Silvela
Marqués de Cubas,Menéndez Pelayo
Plaza de Felipe II,Cartagena
Calle Mayor,Entrada Matadero
Plaza de Lavapiés,Carretas
Casa Encendida,Marqués de Vadillo
Entrada Matadero,Embajadores-Cáceres
Pirámides,Plaza de la Cebada
Santo Domingo,Manuel Silvela
José Gutiérrez Abascal,80a - Atocha A
Colegio Arquitectos,Paseo de la Castellana - Glorieta de Emilio Castelar
Pirámides,Plaza de la Cebada
Plaza de la Cebada,Santa María de la Cabeza
Ermita Santo,Marqués de Vadillo
Galileo,Marqués de Cubas
Plaza de San Francisco,Ribera de Curtidores
Santa Engracia 14,Paseo de la Esperanza
Segovia 45,Madrid Río-Yeserías
Santa María de la Cabeza,Augusto Figueroa
Paseo de la Esperanza,Embajadores-Cáceres
San Bernardo,Glorieta de los Cuatro Caminos
Bravo Murillo 44,Fernando el Católico
Antón Martín,Puerta del Ángel
Paseo de la Florida,116b - Plaza de España B
Paseo Imperial,Marqués de Vadillo
Bravo Murillo 44,Santo Domingo
Quinta Fuente del Berro,Quintana
Pío Baroja,Marqués de Corbera 12
José María Pereda,Entrada Matadero
Paseo de la Esperanza,Paseo de la Florida
Embajadores 191,Plaza de Lavapiés
Paseo de Moret,Plaza del Cordón
Estrecho,Quevedo
Fernando el Católico,Cuatro Caminos 2
Santo Domingo,Velázquez-Diego de León
Paseo de la Florida,Puerta de Toledo
General Álvarez de Castro,Plaza de la Cebada
Marqués de Cubas,General Pardiñas
Fernando el Católico,Plaza de Pedro Zerolo
Antonio Maura,Puerta del Pacífico
Serrano,Doce de Octubre
116b - Plaza de España B,Segovia 45
General Pardiñas,111b - Arcipreste de Hita B
Parque Berlín,Plaza de San Ildefonso
111b - Arcipreste de Hita B,Fernando el Católico
Castellana 164,San Germán 57
Batalla del Salado,Plaza de Nelson Mandela
Santa Engracia 87,Plaza de San Ildefonso
Concordia,Plaza de San Miguel
Quevedo,Malasaña
Marqués de Vadillo,Plaza de Lavapiés
Plaza de Felipe II,Puerta de Mariano de Cavia
Puerta del Ángel,Antón Martín
General Álvarez de Castro,Avenida de los Toreros
Francos Rodríguez,Galileo
Cuatro Caminos 2,Remonta
General Álvarez de Castro,Avenida de los Toreros
Embajadores 2,Jaime el Conquistador
Prosperidad,San Hermenegildo
Prosperidad,Santo Domingo
Caramuel,Paseo de la Florida
Juan Martín,Junta Municipal Retiro
Niño Jesús,Augusto Figueroa
Puerta del Ángel,Madrid Río-Yeserías
Fernando el Católico,Doce de Octubre
General Pardiñas,Plaza del Cordón
Torre Cepsa,Prosperidad
Sevilla,Puerta de Madrid
Puerta de Toledo,Santa María de la Cabeza
San Delfín,Pintor Rosales
Marroquina,Camino Vinateros
Avenida Donostiarra,Juan Bravo 50
San Hermenegildo,Plaza de los Carros
Embajadores 1,Delicias
Parque Roma,O'Donnell
Jacinto Benavente,Puerta del Ángel
Plaza de Lavapiés,Plaza de Pedro Zerolo
General Pardiñas,Pedro Bosch
Estrecho,Velázquez-Diego de León
Antón Martín,Puente de Vallecas
Santa Engracia 87,Estrecho
Quevedo,Parque Santander
Marqués de Salamanca,Barceló
San Germán 57,Quevedo
Segovia 45,Santa Engracia 127
Palos de la Frontera,Paseo de la Habana 42
Glorieta de los Cuatro Caminos,Alonso Martínez
Embajadores 1,Marqués de Cubas
Paseo de las Delicias,Antonio López
Santa Engracia 127,Orense 12
Pintor Rosales,Fernando el Católico
Pedro Bosch,Ronda de Atocha
Cuatro Caminos 2,Alberto Alcocer
Santa María de la Cabeza,Plaza de la Independencia
Embajadores 2,Paseo Imperial
Paseo de la Florida,Ermita Santo
Doce de Octubre,Embajadores 1
Altamirano,Parque Santander
Ermita Santo,Pirámides
Embajadores 1,Antón Martín
San Delfín,Puerta del Ángel
Plaza de Felipe II,Menéndez Pelayo
San Delfín,Puerta del Ángel
Quevedo,Juan Bravo 50
Fuencarral,Paseo de la Esperanza
Santa Engracia 87,Plaza de la Independencia
Ermita Santo,Plaza de Lavapiés
Puerta del Ángel,San Vicente Ferrer
Plaza de Felipe II,Castelló
Plaza de San Miguel,Fernando el Católico
Plaza de Lavapiés,Carretas
Manuel Silvela,Plaza de la Independencia
Plaza de la Cebada,San Andrés
Fernando el Católico,Plaza de los Carros
Puerta del Ángel,San Vicente Ferrer
Augusto Figueroa,Alcántara
Plaza de la Cebada,Marqués de Vadillo
Paseo Imperial,Santa María de la Cabeza
Santa Engracia 87,Plaza de San Ildefonso
Puerta de Toledo,San Andrés
Retiro-Ibiza,Menéndez Pelayo
Jesús y María,116b - Plaza de España B
Marqués de Vadillo,Paseo de las Delicias
Santa Engracia 87,Cea Bermúdez
